node_group,src_label,count,fraction
TP_above_threshold,subject: System,1,1.000000000
FP_above_threshold,subject: /Device/HarddiskVolume1/Program Files (x86)/Google/Update/GoogleUpdate.exe | C:/Windows/system32/svchost.exe -k UnistackSvcGroup,7,0.368421053
FP_above_threshold,subject: taskkill.exe | taskkill  /f /im OneDrive.exe,3,0.157894737
FP_above_threshold,subject: /Device/HarddiskVolume1/Windows/system32/services.exe,2,0.105263158
FP_above_threshold,"subject: /Device/HarddiskVolume1/Program Files (x86)/Google/Update/GoogleUpdate.exe | ""C:/Python27/python.exe"" -c ""import sys; sys.path = ['c://ncr//mantra//runtime//Lib//site-packages//wexpect-1.0-py2.7.egg'] + sys.path;args = ['C://Windows//system32//cmd.exe']; import wexpect;wexpect.ConsoleReader(wexpect.join_args(args), 5088, 4260)""",2,0.105263158
FP_above_threshold,subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | C:/Windows/System32/svchost.exe -k LocalSystemNetworkRestricted,2,0.105263158
FP_above_threshold,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | C:/Windows/system32/DllHost.exe /Processid:{973D20D7-562D-44B9-B70B-5A0F49CCDF3F},2,0.105263158
FP_above_threshold,subject: System,1,0.052631579
FN_below_threshold,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,1377,0.474173554
FN_below_threshold,subject: powershell.exe,41,0.014118457
FN_below_threshold,"subject: /Device/HarddiskVolume1/Program Files (x86)/Google/Update/GoogleUpdate.exe | C:/Python27/python.exe ""c:/ncr/mantra/runtime/Scripts/mantra-script.py"" ""-d"" ""c:/ncr/mantra"" ""--random_startup"" ""17""",9,0.003099174
FN_below_threshold,subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe,8,0.002754821
FN_below_threshold,subject: /Device/HarddiskVolume1/Program Files (x86)/Mozilla Firefox/firefox.exe,7,0.002410468
FN_below_threshold,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe,6,0.002066116
FN_below_threshold,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | C:/Windows/Explorer.EXE,4,0.001377410
FN_below_threshold,"subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe | C:/Windows/system32/cmd.exe /c ""cmd.exe /c netstat -n | findstr 142.20.61.187""",2,0.000688705
FN_below_threshold,subject: /Device/HarddiskVolume1/Windows/system32/lsass.exe,2,0.000688705
FN_below_threshold,subject: /Device/HarddiskVolume1/Windows/SysNative/qwinsta.exe | C:/Windows/SysNative/qwinsta.exe  zleazer /server 142.20.61.187,2,0.000688705
FN_below_threshold,subject: /Device/HarddiskVolume1/Windows/system32/lsass.exe | C:/Windows/SysNative/qwinsta.exe  zleazer /server 142.20.61.187,2,0.000688705
FN_below_threshold,"subject: /Device/HarddiskVolume1/Program Files (x86)/Microsoft Office/Office15/EXCEL.EXE | ""C:/Program Files (x86)/Microsoft Office/Office15/EXCEL.EXE"" /automation -Embedding",1,0.000344353
FN_below_threshold,subject: /Device/HarddiskVolume1/Program Files (x86)/Google/Update/GoogleUpdate.exe | /??/C:/Windows/system32/conhost.exe 0xffffffff -ForceV1,1,0.000344353
FN_below_threshold,subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe,1,0.000344353
FN_below_threshold,"subject: /Device/HarddiskVolume1/Users/zleazer/AppData/Local/Microsoft/OneDrive/OneDrive.exe | ""C:/Users/zleazer/AppData/Local/Microsoft/OneDrive/OneDrive.exe"" /background",1,0.000344353
FN_below_threshold,subject: PING.EXE,1,0.000344353
FN_below_threshold,subject: /Device/HarddiskVolume1/Windows/SYSTEM32/cmd.exe,1,0.000344353
FN_below_threshold,subject: cmd.exe,1,0.000344353
FN_below_threshold,subject: %SystemRoot%/system32/csrss.exe | C:/Windows/SysNative/qwinsta.exe  zleazer /server 142.20.61.187,1,0.000344353
FN_below_threshold,"subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | ""C:/Program Files (x86)/Google/Update/GoogleUpdate.exe"" /svc",1,0.000344353
FN_below_threshold,netflow 142.20.57.147:51618->224.0.0.252:5355,1,0.000344353
FN_below_threshold,netflow 142.20.57.147:61672->224.0.0.252:5355,1,0.000344353
FN_below_threshold,netflow 142.20.57.147:59440->224.0.0.252:5355,1,0.000344353
FN_below_threshold,netflow 142.20.57.147:52352->224.0.0.252:5355,1,0.000344353
FN_below_threshold,netflow 142.20.57.147:50036->224.0.0.252:5355,1,0.000344353
FN_below_threshold,netflow 142.20.57.147:51908->224.0.0.252:5355,1,0.000344353
FN_below_threshold,netflow 142.20.57.147:58371->224.0.0.252:5355,1,0.000344353
FN_below_threshold,netflow 142.20.57.147:138->142.20.59.255:138,1,0.000344353
FN_below_threshold,subject: System,1,0.000344353
FN_below_threshold,subject: /Device/HarddiskVolume1/Windows/system32/conhost.exe | C:/Windows/SysNative/qwinsta.exe  zleazer /server 142.20.61.187,1,0.000344353
FN_below_threshold,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | C:/Windows/SysNative/qwinsta.exe  zleazer /server 142.20.61.187,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49190,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49211,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49177,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49213,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49166,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49171,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49226,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49196,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49189,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49167,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49180,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49187,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49176,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49183,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49225,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49217,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49201,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49186,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49184,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49223,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49203,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49199,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49173,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49182,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49205,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49178,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49188,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49219,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49174,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49194,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49215,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49168,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49175,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49207,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49179,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49221,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49185,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49172,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49209,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49191,1,0.000344353
FN_below_threshold,netflow 142.20.57.147:135->142.20.56.202:51395,1,0.000344353
FN_below_threshold,netflow 142.20.57.147:135->142.20.56.202:51452,1,0.000344353
FN_below_threshold,netflow 142.20.57.147:135->142.20.56.202:51453,1,0.000344353
FN_below_threshold,netflow 142.20.57.147:135->142.20.56.202:51396,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:50436,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49703,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:51205,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:50405,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49934,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:50460,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49212,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:50399,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:50450,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:50458,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:50597,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:50394,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49876,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:50628,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:50623,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49898,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:50454,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49298,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49881,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:51075,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49835,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:50468,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:50479,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:49708,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:51116,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:50584,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:51344,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:50408,1,0.000344353
FN_below_threshold,netflow 132.197.158.98:80->142.20.56.202:50416,1,0.000344353
