case,rank,node_id,node_group,operation,type_pair,group,original_loss,ablated_loss,loss_drop_when_zeroed,captum_attr_sum,captum_attr_mean
FP_above_threshold:1:100965,1,100965,FP_above_threshold,CREATE,subject->file,src_embedding,10.881749153,11.096158981,-0.214409828,-13.722229004,-0.214409828
FP_above_threshold:1:100965,1,100965,FP_above_threshold,CREATE,subject->file,src_type,10.881749153,10.712533951,0.169215202,0.507645607,0.169215202
FP_above_threshold:1:100965,1,100965,FP_above_threshold,CREATE,subject->file,dst_embedding,10.881749153,5.088447571,5.793301582,370.771270752,5.793301105
FP_above_threshold:1:100965,1,100965,FP_above_threshold,CREATE,subject->file,dst_type,10.881749153,7.784344196,3.097404957,9.292215347,3.097405195
TP_above_threshold:2:1,2,1,TP_above_threshold,CREATE,subject->file,src_embedding,10.881749153,11.096158981,-0.214409828,-13.722229004,-0.214409828
TP_above_threshold:2:1,2,1,TP_above_threshold,CREATE,subject->file,src_type,10.881749153,10.712533951,0.169215202,0.507645607,0.169215202
TP_above_threshold:2:1,2,1,TP_above_threshold,CREATE,subject->file,dst_embedding,10.881749153,5.088447571,5.793301582,370.771270752,5.793301105
TP_above_threshold:2:1,2,1,TP_above_threshold,CREATE,subject->file,dst_type,10.881749153,7.784344196,3.097404957,9.292215347,3.097405195
FP_above_threshold:3:101855,3,101855,FP_above_threshold,CREATE,subject->file,src_embedding,8.606134415,0.003857554,8.602276861,550.545715332,8.602276802
FP_above_threshold:3:101855,3,101855,FP_above_threshold,CREATE,subject->file,src_type,8.606134415,8.534365654,0.071768761,0.215306282,0.071768761
FP_above_threshold:3:101855,3,101855,FP_above_threshold,CREATE,subject->file,dst_embedding,8.606134415,8.835281372,-0.229146957,-14.665405273,-0.229146957
FP_above_threshold:3:101855,3,101855,FP_above_threshold,CREATE,subject->file,dst_type,8.606134415,13.312289238,-4.706154823,-14.118464470,-4.706154823
FP_above_threshold:4:507,4,507,FP_above_threshold,CREATE,subject->file,src_embedding,8.606134415,0.003857554,8.602276861,550.545715332,8.602276802
FP_above_threshold:4:507,4,507,FP_above_threshold,CREATE,subject->file,src_type,8.606134415,8.534365654,0.071768761,0.215306282,0.071768761
FP_above_threshold:4:507,4,507,FP_above_threshold,CREATE,subject->file,dst_embedding,8.606134415,8.835281372,-0.229146957,-14.665405273,-0.229146957
FP_above_threshold:4:507,4,507,FP_above_threshold,CREATE,subject->file,dst_type,8.606134415,13.312289238,-4.706154823,-14.118464470,-4.706154823
FP_above_threshold:5:101171,5,101171,FP_above_threshold,CREATE,subject->file,src_embedding,8.451066971,0.003637247,8.447429723,540.635498047,8.447429657
FP_above_threshold:5:101171,5,101171,FP_above_threshold,CREATE,subject->file,src_type,8.451066971,8.477906227,-0.026839256,-0.080517769,-0.026839256
FP_above_threshold:5:101171,5,101171,FP_above_threshold,CREATE,subject->file,dst_embedding,8.451066971,8.835281372,-0.384214401,-24.589721680,-0.384214401
FP_above_threshold:5:101171,5,101171,FP_above_threshold,CREATE,subject->file,dst_type,8.451066971,13.169924736,-4.718857765,-14.156573296,-4.718857765
FP_above_threshold:6:134402,6,134402,FP_above_threshold,MODIFY,subject->file,src_embedding,8.365709305,0.104348540,8.261360765,528.727111816,8.261361122
FP_above_threshold:6:134402,6,134402,FP_above_threshold,MODIFY,subject->file,src_type,8.365709305,6.478217125,1.887492180,5.662476540,1.887492180
FP_above_threshold:6:134402,6,134402,FP_above_threshold,MODIFY,subject->file,dst_embedding,8.365709305,5.955464363,2.410244942,154.255676270,2.410244942
FP_above_threshold:6:134402,6,134402,FP_above_threshold,MODIFY,subject->file,dst_type,8.365709305,10.643322945,-2.277613640,-6.832840919,-2.277613640
FP_above_threshold:7:11648,7,11648,FP_above_threshold,MODIFY,subject->file,src_embedding,8.365709305,0.104348540,8.261360765,528.727111816,8.261361122
FP_above_threshold:7:11648,7,11648,FP_above_threshold,MODIFY,subject->file,src_type,8.365709305,6.478217125,1.887492180,5.662476540,1.887492180
FP_above_threshold:7:11648,7,11648,FP_above_threshold,MODIFY,subject->file,dst_embedding,8.365709305,5.955464363,2.410244942,154.255676270,2.410244942
FP_above_threshold:7:11648,7,11648,FP_above_threshold,MODIFY,subject->file,dst_type,8.365709305,10.643322945,-2.277613640,-6.832840919,-2.277613640
FP_above_threshold:8:102814,8,102814,FP_above_threshold,MODIFY,subject->file,src_embedding,8.365709305,0.104348540,8.261360765,528.727111816,8.261361122
FP_above_threshold:8:102814,8,102814,FP_above_threshold,MODIFY,subject->file,src_type,8.365709305,6.478217125,1.887492180,5.662476540,1.887492180
FP_above_threshold:8:102814,8,102814,FP_above_threshold,MODIFY,subject->file,dst_embedding,8.365709305,5.955464363,2.410244942,154.255676270,2.410244942
FP_above_threshold:8:102814,8,102814,FP_above_threshold,MODIFY,subject->file,dst_type,8.365709305,10.643322945,-2.277613640,-6.832840919,-2.277613640
FP_above_threshold:9:69,9,69,FP_above_threshold,MODIFY,subject->file,src_embedding,8.365709305,0.104348540,8.261360765,528.727111816,8.261361122
FP_above_threshold:9:69,9,69,FP_above_threshold,MODIFY,subject->file,src_type,8.365709305,6.478217125,1.887492180,5.662476540,1.887492180
FP_above_threshold:9:69,9,69,FP_above_threshold,MODIFY,subject->file,dst_embedding,8.365709305,5.955464363,2.410244942,154.255676270,2.410244942
FP_above_threshold:9:69,9,69,FP_above_threshold,MODIFY,subject->file,dst_type,8.365709305,10.643322945,-2.277613640,-6.832840919,-2.277613640
FP_above_threshold:10:140493,10,140493,FP_above_threshold,DELETE,subject->file,src_embedding,7.465017796,8.556921959,-1.091904163,-69.881866455,-1.091904163
FP_above_threshold:10:140493,10,140493,FP_above_threshold,DELETE,subject->file,src_type,7.465017796,8.214433670,-0.749415874,-2.248247623,-0.749415874
FP_above_threshold:10:140493,10,140493,FP_above_threshold,DELETE,subject->file,dst_embedding,7.465017796,5.061349392,2.403668404,153.834777832,2.403668404
FP_above_threshold:10:140493,10,140493,FP_above_threshold,DELETE,subject->file,dst_type,7.465017796,10.082350731,-2.617332935,-7.851998806,-2.617332935
FP_above_threshold:11:140492,11,140492,FP_above_threshold,CREATE,subject->file,src_embedding,7.465017796,8.556921959,-1.091904163,-69.881866455,-1.091904163
FP_above_threshold:11:140492,11,140492,FP_above_threshold,CREATE,subject->file,src_type,7.465017796,8.214433670,-0.749415874,-2.248247623,-0.749415874
FP_above_threshold:11:140492,11,140492,FP_above_threshold,CREATE,subject->file,dst_embedding,7.465017796,5.061349392,2.403668404,153.834777832,2.403668404
FP_above_threshold:11:140492,11,140492,FP_above_threshold,CREATE,subject->file,dst_type,7.465017796,10.082350731,-2.617332935,-7.851998806,-2.617332935
FP_above_threshold:12:118778,12,118778,FP_above_threshold,RENAME,subject->file,src_embedding,7.141481400,15.863240242,-8.721758842,-558.192565918,-8.721758842
FP_above_threshold:12:118778,12,118778,FP_above_threshold,RENAME,subject->file,src_type,7.141481400,4.555316448,2.586164951,7.758494854,2.586164951
FP_above_threshold:12:118778,12,118778,FP_above_threshold,RENAME,subject->file,dst_embedding,7.141481400,3.748670101,3.392811298,217.139907837,3.392811060
FP_above_threshold:12:118778,12,118778,FP_above_threshold,RENAME,subject->file,dst_type,7.141481400,6.359174252,0.782307148,2.346921444,0.782307148
FP_above_threshold:13:3689,13,3689,FP_above_threshold,RENAME,subject->file,src_embedding,7.141481400,15.863240242,-8.721758842,-558.192565918,-8.721758842
FP_above_threshold:13:3689,13,3689,FP_above_threshold,RENAME,subject->file,src_type,7.141481400,4.555316448,2.586164951,7.758494854,2.586164951
FP_above_threshold:13:3689,13,3689,FP_above_threshold,RENAME,subject->file,dst_embedding,7.141481400,3.748670101,3.392811298,217.139907837,3.392811060
FP_above_threshold:13:3689,13,3689,FP_above_threshold,RENAME,subject->file,dst_type,7.141481400,6.359174252,0.782307148,2.346921444,0.782307148
FP_above_threshold:14:140475,14,140475,FP_above_threshold,MODIFY,subject->file,src_embedding,7.066771507,0.005046369,7.061725139,451.950408936,7.061725140
FP_above_threshold:14:140475,14,140475,FP_above_threshold,MODIFY,subject->file,src_type,7.066771507,6.128711224,0.938060284,2.814180851,0.938060284
FP_above_threshold:14:140475,14,140475,FP_above_threshold,MODIFY,subject->file,dst_embedding,7.066771507,5.955464363,1.111307144,71.123657227,1.111307144
FP_above_threshold:14:140475,14,140475,FP_above_threshold,MODIFY,subject->file,dst_type,7.066771507,9.937871933,-2.871100426,-8.613301277,-2.871100426
FP_above_threshold:15:238,15,238,FP_above_threshold,CREATE,subject->subject,src_embedding,6.982262135,8.964086533,-1.981824398,-126.836776733,-1.981824636
FP_above_threshold:15:238,15,238,FP_above_threshold,CREATE,subject->subject,src_type,6.982262135,9.909490585,-2.927228451,-8.781684875,-2.927228212
FP_above_threshold:15:238,15,238,FP_above_threshold,CREATE,subject->subject,dst_embedding,6.982262135,4.010325432,2.971936703,190.203964233,2.971936941
FP_above_threshold:15:238,15,238,FP_above_threshold,CREATE,subject->subject,dst_type,6.982262135,1.149304628,5.832957506,17.498870850,5.832956791
FP_above_threshold:16:237,16,237,FP_above_threshold,CREATE,subject->subject,src_embedding,6.982262135,8.964086533,-1.981824398,-126.836776733,-1.981824636
