case,rank,node_id,node_group,operation,type_pair,group,original_loss,ablated_loss,loss_drop_when_zeroed,captum_attr_sum,captum_attr_mean
FP_above_threshold:1:74052,1,74052,FP_above_threshold,CREATE,subject->file,src_embedding,5.713633537,5.024371147,0.689262390,44.112792969,0.689262390
FP_above_threshold:1:74052,1,74052,FP_above_threshold,CREATE,subject->file,src_type,5.713633537,2.620787382,3.092846155,9.278538704,3.092846155
FP_above_threshold:1:74052,1,74052,FP_above_threshold,CREATE,subject->file,dst_embedding,5.713633537,5.809420586,-0.095787048,-6.130371094,-0.095787048
FP_above_threshold:1:74052,1,74052,FP_above_threshold,CREATE,subject->file,dst_type,5.713633537,2.746613026,2.967020512,8.901062012,2.967020750
TP_above_threshold:2:3570,2,3570,TP_above_threshold,CREATE,subject->file,src_embedding,5.713633537,5.024371147,0.689262390,44.112792969,0.689262390
TP_above_threshold:2:3570,2,3570,TP_above_threshold,CREATE,subject->file,src_type,5.713633537,2.620787382,3.092846155,9.278538704,3.092846155
TP_above_threshold:2:3570,2,3570,TP_above_threshold,CREATE,subject->file,dst_embedding,5.713633537,5.809420586,-0.095787048,-6.130371094,-0.095787048
TP_above_threshold:2:3570,2,3570,TP_above_threshold,CREATE,subject->file,dst_type,5.713633537,2.746613026,2.967020512,8.901062012,2.967020750
TN_high_below_threshold:3:355804,3,355804,TN_high_below_threshold,CREATE,subject->file,src_embedding,5.698988438,5.014868736,0.684119701,43.783660889,0.684119701
TN_high_below_threshold:3:355804,3,355804,TN_high_below_threshold,CREATE,subject->file,src_type,5.698988438,2.618702888,3.080285549,9.240856171,3.080285311
TN_high_below_threshold:3:355804,3,355804,TN_high_below_threshold,CREATE,subject->file,dst_embedding,5.698988438,5.809420586,-0.110432148,-7.067657471,-0.110432148
TN_high_below_threshold:3:355804,3,355804,TN_high_below_threshold,CREATE,subject->file,dst_type,5.698988438,2.731503010,2.967485428,8.902456284,2.967485428
TN_high_below_threshold:4:3,4,3,TN_high_below_threshold,CREATE,subject->file,src_embedding,5.698988438,5.014868736,0.684119701,43.783660889,0.684119701
TN_high_below_threshold:4:3,4,3,TN_high_below_threshold,CREATE,subject->file,src_type,5.698988438,2.618702888,3.080285549,9.240856171,3.080285311
TN_high_below_threshold:4:3,4,3,TN_high_below_threshold,CREATE,subject->file,dst_embedding,5.698988438,5.809420586,-0.110432148,-7.067657471,-0.110432148
TN_high_below_threshold:4:3,4,3,TN_high_below_threshold,CREATE,subject->file,dst_type,5.698988438,2.731503010,2.967485428,8.902456284,2.967485428
TN_high_below_threshold:5:132065,5,132065,TN_high_below_threshold,CREATE,subject->file,src_embedding,5.698988438,5.014868736,0.684119701,43.783660889,0.684119701
TN_high_below_threshold:5:132065,5,132065,TN_high_below_threshold,CREATE,subject->file,src_type,5.698988438,2.618702888,3.080285549,9.240856171,3.080285311
TN_high_below_threshold:5:132065,5,132065,TN_high_below_threshold,CREATE,subject->file,dst_embedding,5.698988438,5.809420586,-0.110432148,-7.067657471,-0.110432148
TN_high_below_threshold:5:132065,5,132065,TN_high_below_threshold,CREATE,subject->file,dst_type,5.698988438,2.731503010,2.967485428,8.902456284,2.967485428
TN_high_below_threshold:6:90471,6,90471,TN_high_below_threshold,CREATE,subject->file,src_embedding,5.698988438,5.014868736,0.684119701,43.783660889,0.684119701
TN_high_below_threshold:6:90471,6,90471,TN_high_below_threshold,CREATE,subject->file,src_type,5.698988438,2.618702888,3.080285549,9.240856171,3.080285311
TN_high_below_threshold:6:90471,6,90471,TN_high_below_threshold,CREATE,subject->file,dst_embedding,5.698988438,5.809420586,-0.110432148,-7.067657471,-0.110432148
TN_high_below_threshold:6:90471,6,90471,TN_high_below_threshold,CREATE,subject->file,dst_type,5.698988438,2.731503010,2.967485428,8.902456284,2.967485428
TN_high_below_threshold:7:109952,7,109952,TN_high_below_threshold,CREATE,subject->file,src_embedding,5.693843842,5.010486603,0.683357239,43.734863281,0.683357239
TN_high_below_threshold:7:109952,7,109952,TN_high_below_threshold,CREATE,subject->file,src_type,5.693843842,2.615781784,3.078062057,9.234186172,3.078062057
TN_high_below_threshold:7:109952,7,109952,TN_high_below_threshold,CREATE,subject->file,dst_embedding,5.693843842,5.809420586,-0.115576744,-7.396911621,-0.115576744
TN_high_below_threshold:7:109952,7,109952,TN_high_below_threshold,CREATE,subject->file,dst_type,5.693843842,2.726711273,2.967132568,8.901397705,2.967132568
TN_high_below_threshold:8:10868,8,10868,TN_high_below_threshold,CREATE,subject->file,src_embedding,5.693843842,5.010486603,0.683357239,43.734863281,0.683357239
TN_high_below_threshold:8:10868,8,10868,TN_high_below_threshold,CREATE,subject->file,src_type,5.693843842,2.615781784,3.078062057,9.234186172,3.078062057
TN_high_below_threshold:8:10868,8,10868,TN_high_below_threshold,CREATE,subject->file,dst_embedding,5.693843842,5.809420586,-0.115576744,-7.396911621,-0.115576744
TN_high_below_threshold:8:10868,8,10868,TN_high_below_threshold,CREATE,subject->file,dst_type,5.693843842,2.726711273,2.967132568,8.901397705,2.967132568
TN_high_below_threshold:9:124874,9,124874,TN_high_below_threshold,CREATE,subject->file,src_embedding,5.661004066,4.981127262,0.679876804,43.512115479,0.679876804
TN_high_below_threshold:9:124874,9,124874,TN_high_below_threshold,CREATE,subject->file,src_type,5.661004066,2.594132900,3.066871166,9.200613022,3.066870928
TN_high_below_threshold:9:124874,9,124874,TN_high_below_threshold,CREATE,subject->file,dst_embedding,5.661004066,5.809420586,-0.148416519,-9.498657227,-0.148416519
TN_high_below_threshold:9:124874,9,124874,TN_high_below_threshold,CREATE,subject->file,dst_type,5.661004066,2.700654984,2.960349083,8.881047249,2.960349083
TN_high_below_threshold:10:104580,10,104580,TN_high_below_threshold,CREATE,subject->file,src_embedding,5.661004066,4.981127262,0.679876804,43.512115479,0.679876804
TN_high_below_threshold:10:104580,10,104580,TN_high_below_threshold,CREATE,subject->file,src_type,5.661004066,2.594132900,3.066871166,9.200613022,3.066870928
TN_high_below_threshold:10:104580,10,104580,TN_high_below_threshold,CREATE,subject->file,dst_embedding,5.661004066,5.809420586,-0.148416519,-9.498657227,-0.148416519
TN_high_below_threshold:10:104580,10,104580,TN_high_below_threshold,CREATE,subject->file,dst_type,5.661004066,2.700654984,2.960349083,8.881047249,2.960349083
TN_high_below_threshold:11:331021,11,331021,TN_high_below_threshold,CREATE,subject->file,src_embedding,5.661004066,4.981127262,0.679876804,43.512115479,0.679876804
TN_high_below_threshold:11:331021,11,331021,TN_high_below_threshold,CREATE,subject->file,src_type,5.661004066,2.594132900,3.066871166,9.200613022,3.066870928
TN_high_below_threshold:11:331021,11,331021,TN_high_below_threshold,CREATE,subject->file,dst_embedding,5.661004066,5.809420586,-0.148416519,-9.498657227,-0.148416519
TN_high_below_threshold:11:331021,11,331021,TN_high_below_threshold,CREATE,subject->file,dst_type,5.661004066,2.700654984,2.960349083,8.881047249,2.960349083
TN_high_below_threshold:12:88920,12,88920,TN_high_below_threshold,CREATE,subject->file,src_embedding,5.661004066,4.981127262,0.679876804,43.512115479,0.679876804
TN_high_below_threshold:12:88920,12,88920,TN_high_below_threshold,CREATE,subject->file,src_type,5.661004066,2.594132900,3.066871166,9.200613022,3.066870928
TN_high_below_threshold:12:88920,12,88920,TN_high_below_threshold,CREATE,subject->file,dst_embedding,5.661004066,5.809420586,-0.148416519,-9.498657227,-0.148416519
TN_high_below_threshold:12:88920,12,88920,TN_high_below_threshold,CREATE,subject->file,dst_type,5.661004066,2.700654984,2.960349083,8.881047249,2.960349083
TN_high_below_threshold:13:345718,13,345718,TN_high_below_threshold,CREATE,subject->file,src_embedding,5.661004066,4.981127262,0.679876804,43.512115479,0.679876804
TN_high_below_threshold:13:345718,13,345718,TN_high_below_threshold,CREATE,subject->file,src_type,5.661004066,2.594132900,3.066871166,9.200613022,3.066870928
TN_high_below_threshold:13:345718,13,345718,TN_high_below_threshold,CREATE,subject->file,dst_embedding,5.661004066,5.809420586,-0.148416519,-9.498657227,-0.148416519
TN_high_below_threshold:13:345718,13,345718,TN_high_below_threshold,CREATE,subject->file,dst_type,5.661004066,2.700654984,2.960349083,8.881047249,2.960349083
TN_high_below_threshold:14:73951,14,73951,TN_high_below_threshold,CREATE,subject->file,src_embedding,5.655868053,4.976799488,0.679068565,43.460388184,0.679068565
TN_high_below_threshold:14:73951,14,73951,TN_high_below_threshold,CREATE,subject->file,src_type,5.655868053,2.591258764,3.064609289,9.193827629,3.064609289
TN_high_below_threshold:14:73951,14,73951,TN_high_below_threshold,CREATE,subject->file,dst_embedding,5.655868053,5.809420586,-0.153552532,-9.827362061,-0.153552532
TN_high_below_threshold:14:73951,14,73951,TN_high_below_threshold,CREATE,subject->file,dst_type,5.655868053,2.695783615,2.960084438,8.880252838,2.960084200
TN_high_below_threshold:15:71764,15,71764,TN_high_below_threshold,CREATE,subject->file,src_embedding,5.655631065,4.973859787,0.681771278,43.633361816,0.681771278
TN_high_below_threshold:15:71764,15,71764,TN_high_below_threshold,CREATE,subject->file,src_type,5.655631065,2.584195852,3.071435213,9.214305878,3.071435213
TN_high_below_threshold:15:71764,15,71764,TN_high_below_threshold,CREATE,subject->file,dst_embedding,5.655631065,5.809420586,-0.153789520,-9.842529297,-0.153789520
TN_high_below_threshold:15:71764,15,71764,TN_high_below_threshold,CREATE,subject->file,dst_type,5.655631065,2.700613499,2.955017567,8.865053177,2.955017805
TN_high_below_threshold:16:102532,16,102532,TN_high_below_threshold,CREATE,subject->file,src_embedding,5.655631065,4.973859787,0.681771278,43.633361816,0.681771278
TN_high_below_threshold:16:102532,16,102532,TN_high_below_threshold,CREATE,subject->file,src_type,5.655631065,2.584195852,3.071435213,9.214305878,3.071435213
TN_high_below_threshold:16:102532,16,102532,TN_high_below_threshold,CREATE,subject->file,dst_embedding,5.655631065,5.809420586,-0.153789520,-9.842529297,-0.153789520
TN_high_below_threshold:16:102532,16,102532,TN_high_below_threshold,CREATE,subject->file,dst_type,5.655631065,2.700613499,2.955017567,8.865053177,2.955017805
