node_group,node_group_label,operation,type_pair,target_role,src_label,dst_label,attack,short_attack,endpoint_pair,short_endpoint_pair,count,fraction
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->file,dst,subject: System,file: /Device/HarddiskVolume1/Windows/System32/WDI/LogFiles/SecondaryLogonCKCL.etl,benign,benign,subject: System -> file: /Device/HarddiskVolume1/Windows/System32/WDI/LogFiles/SecondaryLogonCKCL.etl,System --> LogFiles/SecondaryLogonCKCL.etl,5,0.010000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,DELETE,subject->file,src,subject: /Device/HarddiskVolume1/Python27/python.EXE | C:/Python27/python.EXE C:/ncr/kickoff/kickoff.py -d C:/ncr/kickoff -m AUTOLOGIN,file: /Device/HarddiskVolume1/ncr/kickoff/input/usernames.csv,benign,benign,subject: /Device/HarddiskVolume1/Python27/python.EXE | C:/Python27/python.EXE C:/ncr/kickoff/kickoff.py -d C:/ncr/kickoff -m AUTOLOGIN -> file: /Device/HarddiskVolume1/ncr/kickoff/input/usernames.csv,Python27/python.EXE --> input/usernames.csv,4,0.008000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->file,dst,subject: System,file: /Device/HarddiskVolume1/Windows/system32/WDI/LogFiles/SecondaryLogonCKCL.etl,benign,benign,subject: System -> file: /Device/HarddiskVolume1/Windows/system32/WDI/LogFiles/SecondaryLogonCKCL.etl,System --> LogFiles/SecondaryLogonCKCL.etl,3,0.006000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,DELETE,subject->file,dst,"subject: /Device/HarddiskVolume1/Windows/SysWOW64/OneDriveSetup.exe | ""C:/Windows/SysWOW64/OneDriveSetup.exe"" C:/Windows/SysWOW64/OneDriveSetup.exe /uninstall  /permachine  /silent  /childprocess /cusid:S-1-5-18 ",file: /Device/HarddiskVolume1/Windows/SysWOW64/config/systemprofile/AppData/Local/Microsoft/Windows Live/Bici/EmptyNoOpt.sqm,benign,benign,"subject: /Device/HarddiskVolume1/Windows/SysWOW64/OneDriveSetup.exe | ""C:/Windows/SysWOW64/OneDriveSetup.exe"" C:/Windows/SysWOW64/OneDriveSetup.exe /uninstall  /permachine  /silent  /childprocess /cusid:S-1-5-18  -> file: /Device/HarddiskVolume1/Windows/SysWOW64/config/systemprofile/AppData/Local/Microsoft/Windows Live/Bici/EmptyNoOpt.sqm",SysWOW64/OneDriveSetup.exe --> Bici/EmptyNoOpt.sqm,3,0.006000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,DELETE,subject->file,dst,subject: /Device/HarddiskVolume1/Python27/python.EXE | C:/Python27/python.EXE C:/ncr/kickoff/kickoff.py -d C:/ncr/kickoff -m AUTOLOGIN,file: /Device/HarddiskVolume1/ncr/kickoff/input/usernames.csv,benign,benign,subject: /Device/HarddiskVolume1/Python27/python.EXE | C:/Python27/python.EXE C:/ncr/kickoff/kickoff.py -d C:/ncr/kickoff -m AUTOLOGIN -> file: /Device/HarddiskVolume1/ncr/kickoff/input/usernames.csv,Python27/python.EXE --> input/usernames.csv,3,0.006000000
FN_below_threshold,FN: malicious below threshold,OPEN,subject->subject,src,subject: /Device/HarddiskVolume1/Users/sysadmin/Downloads/fileTransfer1000.exe,subject: /Device/HarddiskVolume1/Users/sysadmin/Downloads/fileTransfer1000.exe,OPTC h501 attack,Attack 0,subject: /Device/HarddiskVolume1/Users/sysadmin/Downloads/fileTransfer1000.exe -> subject: /Device/HarddiskVolume1/Users/sysadmin/Downloads/fileTransfer1000.exe,Downloads/fileTransfer1000.exe --> Downloads/fileTransfer1000.exe,3,0.004010695
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->file,dst,subject: System,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTMsDiagProv.etl,benign,benign,subject: System -> file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTMsDiagProv.etl,System --> RtBackup/EtwRTMsDiagProv.etl,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->file,dst,subject: System,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTMsULtrace.etl,benign,benign,subject: System -> file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTMsULtrace.etl,System --> RtBackup/EtwRTMsULtrace.etl,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,RENAME,subject->file,dst,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs/sessionCheckpoints.json.tmp,benign,benign,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs -> file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs/sessionCheckpoints.json.tmp",Mozilla Firefox/firefox.exe --> rust_mozprofile.wyxbXmiEn1Hs/sessionCheckpoints.json.tmp,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,RENAME,subject->file,dst,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE/sessionCheckpoints.json.tmp,benign,benign,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE -> file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE/sessionCheckpoints.json.tmp",Mozilla Firefox/firefox.exe --> rust_mozprofile.w9km2oiOwNcE/sessionCheckpoints.json.tmp,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,RENAME,subject->file,dst,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs/xulstore.json.tmp,benign,benign,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs -> file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs/xulstore.json.tmp",Mozilla Firefox/firefox.exe --> rust_mozprofile.wyxbXmiEn1Hs/xulstore.json.tmp,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,RENAME,subject->file,dst,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE/sessionCheckpoints.json,benign,benign,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE -> file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE/sessionCheckpoints.json",Mozilla Firefox/firefox.exe --> rust_mozprofile.w9km2oiOwNcE/sessionCheckpoints.json,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,RENAME,subject->file,dst,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs/datareporting/aborted-session-ping.tmp,benign,benign,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs -> file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.wyxbXmiEn1Hs/datareporting/aborted-session-ping.tmp",Mozilla Firefox/firefox.exe --> datareporting/aborted-session-ping.tmp,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,RENAME,subject->file,dst,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE/datareporting/aborted-session-ping.tmp,benign,benign,"subject: //?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE -> file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/rust_mozprofile.w9km2oiOwNcE/datareporting/aborted-session-ping.tmp",Mozilla Firefox/firefox.exe --> datareporting/aborted-session-ping.tmp,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,DELETE,subject->file,dst,"subject: /Device/HarddiskVolume1/Windows/system32/conhost.exe | ""C:/Windows/SysWOW64/OneDriveSetup.exe"" C:/Windows/SysWOW64/OneDriveSetup.exe /uninstall  /permachine  /silent  /childprocess /cusid:S-1-5-18 ",file: /Device/HarddiskVolume1/Windows/SysWOW64/config/systemprofile/AppData/Local/Microsoft/Windows Live/Bici/EmptyOptIn.sqm,benign,benign,"subject: /Device/HarddiskVolume1/Windows/system32/conhost.exe | ""C:/Windows/SysWOW64/OneDriveSetup.exe"" C:/Windows/SysWOW64/OneDriveSetup.exe /uninstall  /permachine  /silent  /childprocess /cusid:S-1-5-18  -> file: /Device/HarddiskVolume1/Windows/SysWOW64/config/systemprofile/AppData/Local/Microsoft/Windows Live/Bici/EmptyOptIn.sqm",system32/conhost.exe --> Bici/EmptyOptIn.sqm,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->file,dst,subject: /Device/HarddiskVolume1/Program Files (x86)/Google/Update/GoogleUpdate.exe | C:/Windows/system32/svchost.exe -k UnistackSvcGroup,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Microsoft/Windows/Notifications/WPNPRMRY.tmp,benign,benign,subject: /Device/HarddiskVolume1/Program Files (x86)/Google/Update/GoogleUpdate.exe | C:/Windows/system32/svchost.exe -k UnistackSvcGroup -> file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Microsoft/Windows/Notifications/WPNPRMRY.tmp,Update/GoogleUpdate.exe --> Notifications/WPNPRMRY.tmp,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,DELETE,subject->file,dst,"subject: /Device/HarddiskVolume1/Windows/SysWOW64/OneDriveSetup.exe | ""C:/Windows/SysWOW64/OneDriveSetup.exe"" C:/Windows/SysWOW64/OneDriveSetup.exe /uninstall  /permachine  /silent  /childprocess /cusid:S-1-5-18 ",file: /Device/HarddiskVolume1/Windows/SysWOW64/config/systemprofile/AppData/Local/Microsoft/Windows Live/Bici/EmptyOptIn.sqm,benign,benign,"subject: /Device/HarddiskVolume1/Windows/SysWOW64/OneDriveSetup.exe | ""C:/Windows/SysWOW64/OneDriveSetup.exe"" C:/Windows/SysWOW64/OneDriveSetup.exe /uninstall  /permachine  /silent  /childprocess /cusid:S-1-5-18  -> file: /Device/HarddiskVolume1/Windows/SysWOW64/config/systemprofile/AppData/Local/Microsoft/Windows Live/Bici/EmptyOptIn.sqm",SysWOW64/OneDriveSetup.exe --> Bici/EmptyOptIn.sqm,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,MODIFY,subject->file,dst,"subject: /Device/HarddiskVolume1/Windows/SysWOW64/OneDriveSetup.exe | ""C:/Windows/SysWOW64/OneDriveSetup.exe"" C:/Windows/SysWOW64/OneDriveSetup.exe /uninstall  /permachine  /silent  /childprocess /cusid:S-1-5-18 ",file: /Device/HarddiskVolume1/Windows/SysWOW64/config/systemprofile/AppData/Local/Microsoft/Windows Live/Bici/EmptyOptIn.sqm,benign,benign,"subject: /Device/HarddiskVolume1/Windows/SysWOW64/OneDriveSetup.exe | ""C:/Windows/SysWOW64/OneDriveSetup.exe"" C:/Windows/SysWOW64/OneDriveSetup.exe /uninstall  /permachine  /silent  /childprocess /cusid:S-1-5-18  -> file: /Device/HarddiskVolume1/Windows/SysWOW64/config/systemprofile/AppData/Local/Microsoft/Windows Live/Bici/EmptyOptIn.sqm",SysWOW64/OneDriveSetup.exe --> Bici/EmptyOptIn.sqm,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->file,src,"subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | ""C:/Windows/SystemApps/Microsoft.Windows.Cortana_cw5n1h2txyewy/SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/AC/Microsoft/Internet Explorer/DOMStore/BPYT4F0V/www.bing[1].xml,benign,benign,"subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | ""C:/Windows/SystemApps/Microsoft.Windows.Cortana_cw5n1h2txyewy/SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca -> file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/AC/Microsoft/Internet Explorer/DOMStore/BPYT4F0V/www.bing[1].xml",system32/svchost.exe --> BPYT4F0V/www.bing[1].xml,2,0.004000000
FP_above_threshold,FP: benign above threshold,CREATE,subject->file,dst,subject: System,file: /Device/HarddiskVolume1/Windows/system32/Logfiles/WMI/RtBackup/EtwRTrundownCollector.etl,benign,benign,subject: System -> file: /Device/HarddiskVolume1/Windows/system32/Logfiles/WMI/RtBackup/EtwRTrundownCollector.etl,System --> RtBackup/EtwRTrundownCollector.etl,1,1.000000000
TP_above_threshold,TP: malicious above threshold,CREATE,subject->file,src,subject: System,file: /Device/HarddiskVolume1/Windows/system32/Logfiles/WMI/RtBackup/EtwRTrundownCollector.etl,OPTC h501 attack,Attack 0,subject: System -> file: /Device/HarddiskVolume1/Windows/system32/Logfiles/WMI/RtBackup/EtwRTrundownCollector.etl,System --> RtBackup/EtwRTrundownCollector.etl,1,1.000000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->file,src,subject: System,file: /Device/HarddiskVolume1/Windows/system32/WDI/LogFiles/SecondaryLogonCKCL.etl,benign,benign,subject: System -> file: /Device/HarddiskVolume1/Windows/system32/WDI/LogFiles/SecondaryLogonCKCL.etl,System --> LogFiles/SecondaryLogonCKCL.etl,1,0.002000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->file,dst,subject: System,file: /Device/HarddiskVolume1/Windows/system32/WDI/LogFiles/ShutdownCKCL.etl,benign,benign,subject: System -> file: /Device/HarddiskVolume1/Windows/system32/WDI/LogFiles/ShutdownCKCL.etl,System --> LogFiles/ShutdownCKCL.etl,1,0.002000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->file,src,subject: System,file: /Device/HarddiskVolume1/Windows/system32/WDI/LogFiles/ShutdownCKCL.etl,benign,benign,subject: System -> file: /Device/HarddiskVolume1/Windows/system32/WDI/LogFiles/ShutdownCKCL.etl,System --> LogFiles/ShutdownCKCL.etl,1,0.002000000
